Name,RA,Dec,Period (day),a (AU),T transit/inf conj (JD),Obs status,Eccentric?,Kp max (km/s),Transiting?,Kmag (<9),e,omega,inc
WASP33 b,02:26:51.06,+37:33:01.7,1.2198675,0.0259,2458804.832638889,None,No,230.9,Y,7.47,0,0,87.03
